F1,Precision,Recall,ROC_AUC,PR_AUC,Brier,TP,FP,TN,FN,n,region,horizon
0.0,0.0,0.0,0.4603174603174603,0.12251859251859251,0.13332615852430768,0,0,72,7,79,poltava,5
0.0,0.0,0.0,0.4821428571428571,0.09448700061881919,0.12708691111979528,0,0,72,7,79,poltava,6
0.0,0.0,0.0,0.375,0.07955538641539603,0.12991176623299888,0,0,72,7,79,poltava,7
0.0,0.0,0.0,0.038461538461538436,0.013157894736842105,0.04971400689380742,0,0,78,1,79,rivne,1
0.0,0.0,0.0,0.782051282051282,0.05555555555555555,0.0480311788590343,0,0,78,1,79,rivne,2
0.0,0.0,0.0,0.6538461538461539,0.03571428571428571,0.05036720516565076,0,0,78,1,79,rivne,3
0.0,0.0,0.0,0.6794871794871795,0.038461538461538464,0.050731868610385415,0,0,78,1,79,rivne,4
0.0,0.0,0.0,0.012820512820512775,0.01282051282051282,0.05348264954405552,0,0,78,1,79,rivne,5
0.0,0.0,0.0,0.5769230769230769,0.029411764705882353,0.051453141034451165,0,0,78,1,79,rivne,6
0.0,0.0,0.0,0.6282051282051282,0.03333333333333333,0.04872601179246501,0,0,78,1,79,rivne,7
0.9673202614379085,0.9367088607594937,1.0,0.5837837837837838,0.9612806651305442,0.09420506515892153,74,5,0,0,79,sumy,1
0.974025974025974,0.9493670886075949,1.0,0.43,0.9423613193258895,0.09039121599291,75,4,0,0,79,sumy,2
0.9806451612903225,0.9620253164556962,1.0,0.42105263157894735,0.9425438858633817,0.08396462800702269,76,3,0,0,79,sumy,3
0.9806451612903225,0.9620253164556962,1.0,0.6973684210526315,0.986116454664578,0.08179103756806055,76,3,0,0,79,sumy,4
0.9806451612903225,0.9620253164556962,1.0,0.48684210526315785,0.9728803543425404,0.08353817552668018,76,3,0,0,79,sumy,5
0.9806451612903225,0.9620253164556962,1.0,0.5482456140350876,0.9761191334713347,0.07955756677913887,76,3,0,0,79,sumy,6
0.9806451612903225,0.9620253164556962,1.0,0.5789473684210527,0.9794018035221017,0.0823709961307261,76,3,0,0,79,sumy,7
0.0,0.0,0.0,0.7792207792207791,0.2785714285714286,0.08852668120612193,0,0,77,2,79,vinnytsia,1
0.0,0.0,0.0,0.7597402597402597,0.07291666666666666,0.08510153464992185,0,0,77,2,79,vinnytsia,2
0.0,0.0,0.0,0.8311688311688312,0.10049019607843138,0.08804490749749087,0,0,77,2,79,vinnytsia,3
0.0,0.0,0.0,0.538961038961039,0.04267744833782569,0.08835891822986285,0,0,77,2,79,vinnytsia,4
0.0,0.0,0.0,0.7597402597402598,0.1527777777777778,0.08573894752807691,0,0,77,2,79,vinnytsia,5
0.0,0.0,0.0,0.7402597402597403,0.07019704433497537,0.08287235279613774,0,0,77,2,79,vinnytsia,6
0.0,0.0,0.0,0.587719298245614,0.12982456140350876,0.09514358036306202,0,0,76,3,79,vinnytsia,7
0.6942148760330579,0.5316455696202531,1.0,0.5688545688545689,0.5820254154355892,0.2599716860463765,42,37,0,0,79,zaporizhia,1
0.6833333333333333,0.5189873417721519,1.0,0.6155327342747112,0.6797384322334001,0.25997595871028845,41,38,0,0,79,zaporizhia,2
0.6942148760330579,0.5316455696202531,1.0,0.47876447876447875,0.550208877006107,0.2635447383981395,42,37,0,0,79,zaporizhia,3
0.7049180327868853,0.5443037974683544,1.0,0.5310077519379846,0.5609573885898754,0.25730852804192056,43,36,0,0,79,zaporizhia,4
0.7154471544715447,0.5569620253164557,1.0,0.5415584415584416,0.605339752271181,0.25404059026195347,44,35,0,0,79,zaporizhia,5
0.7258064516129032,0.569620253164557,1.0,0.5751633986928105,0.6536176456766049,0.24946781906618956,45,34,0,0,79,zaporizhia,6
0.7258064516129032,0.569620253164557,1.0,0.538562091503268,0.6433684944499561,0.24991693524841793,45,34,0,0,79,zaporizhia,7
0.0,0.0,0.0,0.9210526315789473,0.5526315789473684,0.06807974383404752,0,0,76,3,79,zhytomyr,1
0.0,0.0,0.0,0.8728070175438597,0.26068376068376065,0.07073117317314465,0,0,76,3,79,zhytomyr,2
0.0,0.0,0.0,0.8070175438596492,0.2862950058072009,0.07252518968782432,0,0,76,3,79,zhytomyr,3
0.0,0.0,0.0,0.3114035087719298,0.03606371660699244,0.077087570529657,0,0,76,3,79,zhytomyr,4
0.0,0.0,0.0,0.6447368421052632,0.10024038461538462,0.07507815377863154,0,0,76,3,79,zhytomyr,5
0.0,0.0,0.0,0.7894736842105263,0.11341269841269841,0.07484813539875625,0,0,76,3,79,zhytomyr,6
0.0,0.0,0.0,0.855263157894737,0.19586894586894588,0.07082426870015415,0,0,76,3,79,zhytomyr,7
